chrX	156040895	4015150	0
chr1	248956422	7358860	0
chr2	242193529	8086918	0
chr3	198295559	7038964	0
chr4	190214555	6444896	0
chr5	181538259	5764800	0
chr6	170805979	5589590	0
chr7	159345973	4511610	0
chr8	145138636	3934928	0
chr9	138394717	2799948	0
chr10	133797422	3310284	0
chr11	135086622	3585028	0
chr12	133275309	3496584	0
chr13	114364328	2123556	0
chr14	107043718	1839652	0
chr15	101991189	1368512	0
chr16	90338345	1272192	0
chr17	83257441	1068808	0
chr18	80373285	1365994	0
chr19	58617616	618302	0
chr20	64444167	907976	0
chr21	46709983	289752	0
chr22	50818468	217718	0
